antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'IsHTTPS', 'URLLength'})",frozenset({'URLSimilarityIndex'}),0.7819488141165041,1.0,0.7819488141165041,1.0,1.0,0.0,inf,0.0
"frozenset({'IsHTTPS', 'URLSimilarityIndex'})",frozenset({'URLLength'}),0.7819488141165041,1.0,0.7819488141165041,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'URLSimilarityIndex'})",frozenset({'IsHTTPS'}),1.0,0.7819488141165041,0.7819488141165041,0.7819488141165041,1.0,0.0,1.0,0.0
frozenset({'IsHTTPS'}),"frozenset({'URLLength', 'URLSimilarityIndex'})",0.7819488141165041,1.0,0.7819488141165041,1.0,1.0,0.0,inf,0.0
frozenset({'URLLength'}),"frozenset({'IsHTTPS', 'URLSimilarityIndex'})",1.0,0.7819488141165041,0.7819488141165041,0.7819488141165041,1.0,0.0,1.0,0.0
frozenset({'URLSimilarityIndex'}),"frozenset({'IsHTTPS', 'URLLength'})",1.0,0.7819488141165041,0.7819488141165041,0.7819488141165041,1.0,0.0,1.0,0.0
"frozenset({'URLLength', 'HasDescription'})",frozenset({'URLSimilarityIndex'}),0.4412085336165069,1.0,0.4412085336165069,1.0,1.0,0.0,inf,0.0
"frozenset({'HasDescription', 'URLSimilarityIndex'})",frozenset({'URLLength'}),0.4412085336165069,1.0,0.4412085336165069,1.0,1.0,0.0,inf,0.0
frozenset({'HasDescription'}),"frozenset({'URLLength', 'URLSimilarityIndex'})",0.4412085336165069,1.0,0.4412085336165069,1.0,1.0,0.0,inf,0.0
"frozenset({'HasSocialNet', 'URLLength'})",frozenset({'URLSimilarityIndex'}),0.4579278246281935,1.0,0.4579278246281935,1.0,1.0,0.0,inf,0.0
"frozenset({'HasSocialNet', 'URLSimilarityIndex'})",frozenset({'URLLength'}),0.4579278246281935,1.0,0.4579278246281935,1.0,1.0,0.0,inf,0.0
frozenset({'HasSocialNet'}),"frozenset({'URLLength', 'URLSimilarityIndex'})",0.4579278246281935,1.0,0.4579278246281935,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasCopyrightInfo'})",frozenset({'URLSimilarityIndex'}),0.4876610502651928,1.0,0.4876610502651928,1.0,1.0,0.0,inf,0.0
"frozenset({'URLSimilarityIndex', 'HasCopyrightInfo'})",frozenset({'URLLength'}),0.4876610502651928,1.0,0.4876610502651928,1.0,1.0,0.0,inf,0.0
frozenset({'HasCopyrightInfo'}),"frozenset({'URLLength', 'URLSimilarityIndex'})",0.4876610502651928,1.0,0.4876610502651928,1.0,1.0,0.0,inf,0.0
"frozenset({'label', 'URLLength'})",frozenset({'URLSimilarityIndex'}),0.5732005580628216,1.0,0.5732005580628216,1.0,1.0,0.0,inf,0.0
"frozenset({'label', 'URLSimilarityIndex'})",frozenset({'URLLength'}),0.5732005580628216,1.0,0.5732005580628216,1.0,1.0,0.0,inf,0.0
frozenset({'label'}),"frozenset({'URLLength', 'URLSimilarityIndex'})",0.5732005580628216,1.0,0.5732005580628216,1.0,1.0,0.0,inf,0.0
"frozenset({'NoOfJS', 'URLLength'})",frozenset({'NoOfImage'}),0.6637727983913331,0.6381855050525019,0.6088985037364226,0.9173297025911585,1.437402910797374,0.1852883251549372,4.376596024061268,0.905045269658752
"frozenset({'NoOfJS', 'NoOfImage'})",frozenset({'URLLength'}),0.6088985037364226,1.0,0.6088985037364226,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'NoOfImage'})",frozenset({'NoOfJS'}),0.6381855050525019,0.6637727983913331,0.6088985037364226,0.9541089525158207,1.437402910797374,0.1852883251549372,7.326640380666397,0.8410410378685349
frozenset({'NoOfJS'}),"frozenset({'URLLength', 'NoOfImage'})",0.6637727983913331,0.6381855050525019,0.6088985037364226,0.9173297025911585,1.437402910797374,0.1852883251549372,4.376596024061268,0.905045269658752
frozenset({'NoOfImage'}),"frozenset({'NoOfJS', 'URLLength'})",0.6381855050525019,0.6637727983913331,0.6088985037364226,0.9541089525158207,1.437402910797374,0.1852883251549372,7.326640380666397,0.8410410378685349
"frozenset({'IsHTTPS', 'URLLength'})",frozenset({'NoOfImage'}),0.7819488141165041,0.6381855050525019,0.6196135358476285,0.7923965413870568,1.2416398290366504,0.12058513698548234,1.7428153527156147,0.892512755251063
"frozenset({'IsHTTPS', 'NoOfImage'})",frozenset({'URLLength'}),0.6196135358476285,1.0,0.6196135358476285,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'NoOfImage'})",frozenset({'IsHTTPS'}),0.6381855050525019,0.7819488141165041,0.6196135358476285,0.9708987918750276,1.2416398290366504,0.12058513698548234,7.492856823919321,0.53788189090346
frozenset({'IsHTTPS'}),"frozenset({'URLLength', 'NoOfImage'})",0.7819488141165041,0.6381855050525019,0.6196135358476285,0.7923965413870568,1.2416398290366504,0.12058513698548234,1.7428153527156147,0.892512755251063
frozenset({'NoOfImage'}),"frozenset({'IsHTTPS', 'URLLength'})",0.6381855050525019,0.7819488141165041,0.6196135358476285,0.9708987918750276,1.2416398290366504,0.12058513698548234,7.492856823919321,0.53788189090346
"frozenset({'URLLength', 'HasDescription'})",frozenset({'NoOfImage'}),0.4412085336165069,0.6381855050525019,0.4265000762535232,0.9666632527652601,1.514705747956051,0.14492718539399896,10.853323283156275,0.6081083679824311
"frozenset({'HasDescription', 'NoOfImage'})",frozenset({'URLLength'}),0.4265000762535232,1.0,0.4265000762535232,1.0,1.0,0.0,inf,0.0
frozenset({'HasDescription'}),"frozenset({'URLLength', 'NoOfImage'})",0.4412085336165069,0.6381855050525019,0.4265000762535232,0.9666632527652601,1.514705747956051,0.14492718539399896,10.853323283156275,0.6081083679824311
"frozenset({'HasSocialNet', 'URLLength'})",frozenset({'NoOfImage'}),0.4579278246281935,0.6381855050525019,0.45490592574601363,0.9934009275705545,1.5566021473471572,0.16266302570807645,54.82808361566995,0.6596447902292569
"frozenset({'HasSocialNet', 'NoOfImage'})",frozenset({'URLLength'}),0.45490592574601363,1.0,0.45490592574601363,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'NoOfImage'})",frozenset({'HasSocialNet'}),0.6381855050525019,0.4579278246281935,0.45490592574601363,0.7128114351462583,1.5566021473471572,0.16266302570807645,1.8875130896937733,0.9882829223415691
frozenset({'HasSocialNet'}),"frozenset({'URLLength', 'NoOfImage'})",0.4579278246281935,0.6381855050525019,0.45490592574601363,0.9934009275705545,1.5566021473471572,0.16266302570807645,54.82808361566995,0.6596447902292569
frozenset({'NoOfImage'}),"frozenset({'HasSocialNet', 'URLLength'})",0.6381855050525019,0.4579278246281935,0.45490592574601363,0.7128114351462583,1.5566021473471572,0.16266302570807645,1.8875130896937733,0.9882829223415691
"frozenset({'URLLength', 'HasCopyrightInfo'})",frozenset({'NoOfImage'}),0.4876610502651928,0.6381855050525019,0.4770137990634938,0.9781666975537435,1.5327309846582495,0.16579558540556816,16.571679700682868,0.678398136627471
"frozenset({'URLLength', 'NoOfImage'})",frozenset({'HasCopyrightInfo'}),0.6381855050525019,0.4876610502651928,0.4770137990634938,0.7474532017524451,1.5327309846582495,0.16579558540556816,2.0286891510404157,0.960629808024147
"frozenset({'HasCopyrightInfo', 'NoOfImage'})",frozenset({'URLLength'}),0.4770137990634938,1.0,0.4770137990634938,1.0,1.0,0.0,inf,0.0
frozenset({'HasCopyrightInfo'}),"frozenset({'URLLength', 'NoOfImage'})",0.4876610502651928,0.6381855050525019,0.4770137990634938,0.9781666975537435,1.5327309846582495,0.16579558540556816,16.571679700682868,0.678398136627471
frozenset({'NoOfImage'}),"frozenset({'URLLength', 'HasCopyrightInfo'})",0.6381855050525019,0.4876610502651928,0.4770137990634938,0.7474532017524451,1.5327309846582495,0.16579558540556816,2.0286891510404157,0.960629808024147
"frozenset({'label', 'URLLength'})",frozenset({'NoOfImage'}),0.5732005580628216,0.6381855050525019,0.5676594687106377,0.9903330705557747,1.5517949917623128,0.20185118106693994,37.4280682439069,0.8331430303809126
"frozenset({'label', 'NoOfImage'})",frozenset({'URLLength'}),0.5676594687106377,1.0,0.5676594687106377,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'NoOfImage'})",frozenset({'label'}),0.6381855050525019,0.5732005580628216,0.5676594687106377,0.8894897552772493,1.5517949917623128,0.20185118106693994,3.8620803257466076,0.9827825733516321
frozenset({'label'}),"frozenset({'URLLength', 'NoOfImage'})",0.5732005580628216,0.6381855050525019,0.5676594687106377,0.9903330705557747,1.5517949917623128,0.20185118106693994,37.4280682439069,0.8331430303809126
frozenset({'NoOfImage'}),"frozenset({'label', 'URLLength'})",0.6381855050525019,0.5732005580628216,0.5676594687106377,0.8894897552772493,1.5517949917623128,0.20185118106693994,3.8620803257466076,0.9827825733516321
"frozenset({'IsHTTPS', 'NoOfJS'})",frozenset({'URLLength'}),0.6266909924819675,1.0,0.6266909924819675,1.0,1.0,0.0,inf,0.0
"frozenset({'IsHTTPS', 'URLLength'})",frozenset({'NoOfJS'}),0.7819488141165041,0.6637727983913331,0.6266909924819675,0.8014475898784285,1.2074125240153755,0.10765463993707125,1.6933926986975305,0.7878088354785253
"frozenset({'NoOfJS', 'URLLength'})",frozenset({'IsHTTPS'}),0.6637727983913331,0.7819488141165041,0.6266909924819675,0.944134791303238,1.2074125240153757,0.10765463993707125,3.903166048606102,0.510912412808067
frozenset({'IsHTTPS'}),"frozenset({'NoOfJS', 'URLLength'})",0.7819488141165041,0.6637727983913331,0.6266909924819675,0.8014475898784285,1.2074125240153755,0.10765463993707125,1.6933926986975305,0.7878088354785253
frozenset({'NoOfJS'}),"frozenset({'IsHTTPS', 'URLLength'})",0.6637727983913331,0.7819488141165041,0.6266909924819675,0.944134791303238,1.2074125240153757,0.10765463993707125,3.903166048606102,0.510912412808067
"frozenset({'NoOfJS', 'HasDescription'})",frozenset({'URLLength'}),0.4321202433334651,1.0,0.4321202433334651,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasDescription'})",frozenset({'NoOfJS'}),0.4412085336165069,0.6637727983913331,0.4321202433334651,0.9794013723883653,1.475506942679731,0.13925802030069978,16.322796253608498,0.5767210986099435
frozenset({'HasDescription'}),"frozenset({'NoOfJS', 'URLLength'})",0.4412085336165069,0.6637727983913331,0.4321202433334651,0.9794013723883653,1.475506942679731,0.13925802030069978,16.322796253608498,0.5767210986099435
"frozenset({'NoOfJS', 'HasSocialNet'})",frozenset({'URLLength'}),0.45396828983116905,1.0,0.45396828983116905,1.0,1.0,0.0,inf,0.0
"frozenset({'HasSocialNet', 'URLLength'})",frozenset({'NoOfJS'}),0.4579278246281935,0.6637727983913331,0.45396828983116905,0.9913533649102032,1.4935130926015172,0.15000825621645747,38.88532337919775,0.6095825539454968
frozenset({'HasSocialNet'}),"frozenset({'NoOfJS', 'URLLength'})",0.4579278246281935,0.6637727983913331,0.45396828983116905,0.9913533649102032,1.4935130926015172,0.15000825621645747,38.88532337919775,0.6095825539454968
"frozenset({'NoOfJS', 'URLLength'})",frozenset({'HasCopyrightInfo'}),0.6637727983913331,0.4876610502651928,0.4761947797402861,0.7174062885589073,1.4711166458112204,0.15249863973930256,1.812987794817244,0.9524638331683887
"frozenset({'NoOfJS', 'HasCopyrightInfo'})",frozenset({'URLLength'}),0.4761947797402861,1.0,0.4761947797402861,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasCopyrightInfo'})",frozenset({'NoOfJS'}),0.4876610502651928,0.6637727983913331,0.4761947797402861,0.9764872127501852,1.4711166458112201,0.15249863973930256,14.29975944733289,0.6250632504622843
frozenset({'NoOfJS'}),"frozenset({'URLLength', 'HasCopyrightInfo'})",0.6637727983913331,0.4876610502651928,0.4761947797402861,0.7174062885589073,1.4711166458112204,0.15249863973930256,1.812987794817244,0.9524638331683887
frozenset({'HasCopyrightInfo'}),"frozenset({'NoOfJS', 'URLLength'})",0.4876610502651928,0.6637727983913331,0.4761947797402861,0.9764872127501852,1.4711166458112201,0.15249863973930256,14.29975944733289,0.6250632504622843
"frozenset({'NoOfJS', 'label'})",frozenset({'URLLength'}),0.5669251755243135,1.0,0.5669251755243135,1.0,1.0,0.0,inf,0.0
"frozenset({'NoOfJS', 'URLLength'})",frozenset({'label'}),0.6637727983913331,0.5732005580628216,0.5669251755243135,0.8540952218865676,1.4900460403825369,0.18645023705948066,2.925191672649452,0.9781475031327193
"frozenset({'label', 'URLLength'})",frozenset({'NoOfJS'}),0.5732005580628216,0.6637727983913331,0.5669251755243135,0.9890520299566418,1.4900460403825369,0.18645023705948066,30.711373914714414,0.7705722300059321
frozenset({'NoOfJS'}),"frozenset({'label', 'URLLength'})",0.6637727983913331,0.5732005580628216,0.5669251755243135,0.8540952218865676,1.4900460403825369,0.18645023705948066,2.925191672649452,0.9781475031327193
frozenset({'label'}),"frozenset({'NoOfJS', 'URLLength'})",0.5732005580628216,0.6637727983913331,0.5669251755243135,0.9890520299566418,1.4900460403825369,0.18645023705948066,30.711373914714414,0.7705722300059321
"frozenset({'IsHTTPS', 'HasDescription'})",frozenset({'URLLength'}),0.43385430493501503,1.0,0.43385430493501503,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasDescription'})",frozenset({'IsHTTPS'}),0.4412085336165069,0.7819488141165041,0.43385430493501503,0.98333162638263,1.257539635114942,0.08885181529550573,13.08173136077697,0.36649886065466125
frozenset({'HasDescription'}),"frozenset({'IsHTTPS', 'URLLength'})",0.4412085336165069,0.7819488141165041,0.43385430493501503,0.98333162638263,1.257539635114942,0.08885181529550573,13.08173136077697,0.36649886065466125
"frozenset({'IsHTTPS', 'HasSocialNet'})",frozenset({'URLLength'}),0.45719917985099495,1.0,0.45719917985099495,1.0,1.0,0.0,inf,0.0
"frozenset({'HasSocialNet', 'URLLength'})",frozenset({'IsHTTPS'}),0.4579278246281935,0.7819488141165041,0.45719917985099495,0.9984088217880402,1.2768211982214035,0.09912306043202862,137.03756389105908,0.3999559337058435
frozenset({'HasSocialNet'}),"frozenset({'IsHTTPS', 'URLLength'})",0.4579278246281935,0.7819488141165041,0.45719917985099495,0.9984088217880402,1.2768211982214035,0.09912306043202862,137.03756389105908,0.3999559337058435
"frozenset({'IsHTTPS', 'HasCopyrightInfo'})",frozenset({'URLLength'}),0.47774244384069225,1.0,0.47774244384069225,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasCopyrightInfo'})",frozenset({'IsHTTPS'}),0.4876610502651928,0.7819488141165041,0.47774244384069225,0.9796608598962194,1.2528452530529164,0.09641646389501585,10.72076718931521,0.3939127146070736
frozenset({'HasCopyrightInfo'}),"frozenset({'IsHTTPS', 'URLLength'})",0.4876610502651928,0.7819488141165041,0.47774244384069225,0.9796608598962194,1.2528452530529164,0.09641646389501585,10.72076718931521,0.3939127146070736
"frozenset({'IsHTTPS', 'label'})",frozenset({'URLLength'}),0.5732005580628216,1.0,0.5732005580628216,1.0,1.0,0.0,inf,0.0
"frozenset({'IsHTTPS', 'URLLength'})",frozenset({'label'}),0.7819488141165041,0.5732005580628216,0.5732005580628216,0.7330410222700579,1.2788560861619367,0.12498706143467991,1.5987454161175736,1.0000000000000002
"frozenset({'label', 'URLLength'})",frozenset({'IsHTTPS'}),0.5732005580628216,0.7819488141165041,0.5732005580628216,1.0,1.2788560861619365,0.12498706143467991,inf,0.5108984793742805
frozenset({'IsHTTPS'}),"frozenset({'label', 'URLLength'})",0.7819488141165041,0.5732005580628216,0.5732005580628216,0.7330410222700579,1.2788560861619367,0.12498706143467991,1.5987454161175736,1.0000000000000002
frozenset({'label'}),"frozenset({'IsHTTPS', 'URLLength'})",0.5732005580628216,0.7819488141165041,0.5732005580628216,1.0,1.2788560861619365,0.12498706143467991,inf,0.5108984793742805
"frozenset({'HasSocialNet', 'URLLength'})",frozenset({'HasDescription'}),0.4579278246281935,0.4412085336165069,0.34466592484226816,0.7526642984014209,1.7059150969541934,0.14262426083586596,2.2592430561860435,0.7633750156108361
"frozenset({'HasSocialNet', 'HasDescription'})",frozenset({'URLLength'}),0.34466592484226816,1.0,0.34466592484226816,1.0,1.0,0.0,inf,0.0
"frozenset({'URLLength', 'HasDescription'})",frozenset({'HasSocialNet'}),0.4412085336165069,0.4579278246281935,0.34466592484226816,0.7811859893486276,1.7059150969541934,0.14262426083586596,2.4773193167939707,0.7405344931532345
frozenset({'HasSocialNet'}),"frozenset({'URLLength', 'HasDescription'})",0.4579278246281935,0.4412085336165069,0.34466592484226816,0.7526642984014209,1.7059150969541934,0.14262426083586596,2.2592430561860435,0.7633750156108361
